"model_name","accuracy","dataset","class_num","training_size","stage"
"RandomForest",0.811994972167355,"dbpedia","13",10000,"stage1"
"RandomForest",0.815373563218391,"dbpedia","13",10000,"stage1"
"RandomForest",0.817349137931034,"dbpedia","13",10000,"stage1"
"RandomForest",0.81555316091954,"dbpedia","13",10000,"stage1"
"RandomForest",0.818067528735632,"dbpedia","13",10000,"stage1"
"LinearSVC",0.976836056742683,"dbpedia","13",10000,"stage1"
"LinearSVC",0.97503591954023,"dbpedia","13",10000,"stage1"
"LinearSVC",0.976293103448276,"dbpedia","13",10000,"stage1"
"LinearSVC",0.971084770114943,"dbpedia","13",10000,"stage1"
"LinearSVC",0.970725574712644,"dbpedia","13",10000,"stage1"
"NaiveBayes",0.962650386065721,"dbpedia","13",10000,"stage1"
"NaiveBayes",0.961386494252874,"dbpedia","13",10000,"stage1"
"NaiveBayes",0.95923132183908,"dbpedia","13",10000,"stage1"
"NaiveBayes",0.957794540229885,"dbpedia","13",10000,"stage1"
"NaiveBayes",0.957255747126437,"dbpedia","13",10000,"stage1"
"LogisticRegression",0.970371700484827,"dbpedia","13",10000,"stage1"
"LogisticRegression",0.970007183908046,"dbpedia","13",10000,"stage1"
"LogisticRegression",0.971264367816092,"dbpedia","13",10000,"stage1"
"LogisticRegression",0.966594827586207,"dbpedia","13",10000,"stage1"
"LogisticRegression",0.966235632183908,"dbpedia","13",10000,"stage1"
"RandomForest",0.811994972167355,"dbpedia","13",10000,"stage1"
"RandomForest",0.815373563218391,"dbpedia","13",10000,"stage1"
"RandomForest",0.817349137931034,"dbpedia","13",10000,"stage1"
"RandomForest",0.81555316091954,"dbpedia","13",10000,"stage1"
"RandomForest",0.818067528735632,"dbpedia","13",10000,"stage1"
"LinearSVC",0.976836056742683,"dbpedia","13",10000,"stage1"
"LinearSVC",0.97503591954023,"dbpedia","13",10000,"stage1"
"LinearSVC",0.976293103448276,"dbpedia","13",10000,"stage1"
"LinearSVC",0.971084770114943,"dbpedia","13",10000,"stage1"
"LinearSVC",0.970725574712644,"dbpedia","13",10000,"stage1"
"NaiveBayes",0.962650386065721,"dbpedia","13",10000,"stage1"
"NaiveBayes",0.961386494252874,"dbpedia","13",10000,"stage1"
"NaiveBayes",0.95923132183908,"dbpedia","13",10000,"stage1"
"NaiveBayes",0.957794540229885,"dbpedia","13",10000,"stage1"
"NaiveBayes",0.957255747126437,"dbpedia","13",10000,"stage1"
"LogisticRegression",0.970371700484827,"dbpedia","13",10000,"stage1"
"LogisticRegression",0.970007183908046,"dbpedia","13",10000,"stage1"
"LogisticRegression",0.971264367816092,"dbpedia","13",10000,"stage1"
"LogisticRegression",0.966594827586207,"dbpedia","13",10000,"stage1"
"LogisticRegression",0.966235632183908,"dbpedia","13",10000,"stage1"
"BERT",0.992278695106506,"dbpedia","13",10000,"stage1"
"BERT",0.989044547080994,"dbpedia","13",10000,"stage1"
"BERT",0.990301728248596,"dbpedia","13",10000,"stage1"
"BERT",0.990122139453888,"dbpedia","13",10000,"stage1"
"BERT",0.987966954708099,"dbpedia","13",10000,"stage1"
"RandomForest",0.7155,"agnews","4",10000,"stage1"
"RandomForest",0.698,"agnews","4",10000,"stage1"
"RandomForest",0.7285,"agnews","4",10000,"stage1"
"RandomForest",0.717,"agnews","4",10000,"stage1"
"RandomForest",0.6925,"agnews","4",10000,"stage1"
"LinearSVC",0.874,"agnews","4",10000,"stage1"
"LinearSVC",0.8725,"agnews","4",10000,"stage1"
"LinearSVC",0.8825,"agnews","4",10000,"stage1"
"LinearSVC",0.88,"agnews","4",10000,"stage1"
"LinearSVC",0.883,"agnews","4",10000,"stage1"
"NaiveBayes",0.888,"agnews","4",10000,"stage1"
"NaiveBayes",0.8755,"agnews","4",10000,"stage1"
"NaiveBayes",0.885,"agnews","4",10000,"stage1"
"NaiveBayes",0.894,"agnews","4",10000,"stage1"
"NaiveBayes",0.886,"agnews","4",10000,"stage1"
"LogisticRegression",0.887,"agnews","4",10000,"stage1"
"LogisticRegression",0.874,"agnews","4",10000,"stage1"
"LogisticRegression",0.889,"agnews","4",10000,"stage1"
"LogisticRegression",0.889,"agnews","4",10000,"stage1"
"LogisticRegression",0.8795,"agnews","4",10000,"stage1"
"RandomForest",0.7155,"agnews","4",10000,"stage1"
"RandomForest",0.698,"agnews","4",10000,"stage1"
"RandomForest",0.7285,"agnews","4",10000,"stage1"
"RandomForest",0.717,"agnews","4",10000,"stage1"
"RandomForest",0.6925,"agnews","4",10000,"stage1"
"LinearSVC",0.874,"agnews","4",10000,"stage1"
"LinearSVC",0.8725,"agnews","4",10000,"stage1"
"LinearSVC",0.8825,"agnews","4",10000,"stage1"
"LinearSVC",0.88,"agnews","4",10000,"stage1"
"LinearSVC",0.883,"agnews","4",10000,"stage1"
"NaiveBayes",0.888,"agnews","4",10000,"stage1"
"NaiveBayes",0.8755,"agnews","4",10000,"stage1"
"NaiveBayes",0.885,"agnews","4",10000,"stage1"
"NaiveBayes",0.894,"agnews","4",10000,"stage1"
"NaiveBayes",0.886,"agnews","4",10000,"stage1"
"LogisticRegression",0.887,"agnews","4",10000,"stage1"
"LogisticRegression",0.874,"agnews","4",10000,"stage1"
"LogisticRegression",0.889,"agnews","4",10000,"stage1"
"LogisticRegression",0.889,"agnews","4",10000,"stage1"
"LogisticRegression",0.8795,"agnews","4",10000,"stage1"
"BERT",0.91049998998642,"agnews","4",10000,"stage1"
"BERT",0.921500027179718,"agnews","4",10000,"stage1"
"BERT",0.923500001430511,"agnews","4",10000,"stage1"
"BERT",0.914499998092651,"agnews","4",10000,"stage1"
"BERT",0.911499977111816,"agnews","4",10000,"stage1"
"RandomForest",0.4264,"yelp","5",10000,"stage1"
"RandomForest",0.4232,"yelp","5",10000,"stage1"
"RandomForest",0.43,"yelp","5",10000,"stage1"
"RandomForest",0.4032,"yelp","5",10000,"stage1"
"RandomForest",0.4252,"yelp","5",10000,"stage1"
"LinearSVC",0.4868,"yelp","5",10000,"stage1"
"LinearSVC",0.4924,"yelp","5",10000,"stage1"
"LinearSVC",0.5016,"yelp","5",10000,"stage1"
"LinearSVC",0.4744,"yelp","5",10000,"stage1"
"LinearSVC",0.49,"yelp","5",10000,"stage1"
"NaiveBayes",0.512,"yelp","5",10000,"stage1"
"NaiveBayes",0.4976,"yelp","5",10000,"stage1"
"NaiveBayes",0.5088,"yelp","5",10000,"stage1"
"NaiveBayes",0.4892,"yelp","5",10000,"stage1"
"NaiveBayes",0.5032,"yelp","5",10000,"stage1"
"LogisticRegression",0.5288,"yelp","5",10000,"stage1"
"LogisticRegression",0.5284,"yelp","5",10000,"stage1"
"LogisticRegression",0.5292,"yelp","5",10000,"stage1"
"LogisticRegression",0.5208,"yelp","5",10000,"stage1"
"LogisticRegression",0.5212,"yelp","5",10000,"stage1"
"RandomForest",0.4264,"yelp","5",10000,"stage1"
"RandomForest",0.4232,"yelp","5",10000,"stage1"
"RandomForest",0.43,"yelp","5",10000,"stage1"
"RandomForest",0.4032,"yelp","5",10000,"stage1"
"RandomForest",0.4252,"yelp","5",10000,"stage1"
"LinearSVC",0.4868,"yelp","5",10000,"stage1"
"LinearSVC",0.4924,"yelp","5",10000,"stage1"
"LinearSVC",0.5016,"yelp","5",10000,"stage1"
"LinearSVC",0.4744,"yelp","5",10000,"stage1"
"LinearSVC",0.49,"yelp","5",10000,"stage1"
"NaiveBayes",0.512,"yelp","5",10000,"stage1"
"NaiveBayes",0.4976,"yelp","5",10000,"stage1"
"NaiveBayes",0.5088,"yelp","5",10000,"stage1"
"NaiveBayes",0.4892,"yelp","5",10000,"stage1"
"NaiveBayes",0.5032,"yelp","5",10000,"stage1"
"LogisticRegression",0.5288,"yelp","5",10000,"stage1"
"LogisticRegression",0.5284,"yelp","5",10000,"stage1"
"LogisticRegression",0.5292,"yelp","5",10000,"stage1"
"LogisticRegression",0.5208,"yelp","5",10000,"stage1"
"LogisticRegression",0.5212,"yelp","5",10000,"stage1"
"BERT",0.564400017261505,"yelp","5",10000,"stage1"
"BERT",0.575999975204468,"yelp","5",10000,"stage1"
"BERT",0.574000000953674,"yelp","5",10000,"stage1"
"BERT",0.575999975204468,"yelp","5",10000,"stage1"
"BERT",0.56879997253418,"yelp","5",10000,"stage1"
"RandomForest",0.3048,"customer","18",10000,"stage1"
"RandomForest",0.2952,"customer","18",10000,"stage1"
"RandomForest",0.3164,"customer","18",10000,"stage1"
"RandomForest",0.314,"customer","18",10000,"stage1"
"RandomForest",0.304,"customer","18",10000,"stage1"
"LinearSVC",0.7144,"customer","18",10000,"stage1"
"LinearSVC",0.7104,"customer","18",10000,"stage1"
"LinearSVC",0.7088,"customer","18",10000,"stage1"
"LinearSVC",0.7004,"customer","18",10000,"stage1"
"LinearSVC",0.7188,"customer","18",10000,"stage1"
"NaiveBayes",0.5744,"customer","18",10000,"stage1"
"NaiveBayes",0.5756,"customer","18",10000,"stage1"
"NaiveBayes",0.5656,"customer","18",10000,"stage1"
"NaiveBayes",0.572,"customer","18",10000,"stage1"
"NaiveBayes",0.5728,"customer","18",10000,"stage1"
"LogisticRegression",0.702,"customer","18",10000,"stage1"
"LogisticRegression",0.7032,"customer","18",10000,"stage1"
"LogisticRegression",0.6916,"customer","18",10000,"stage1"
"LogisticRegression",0.6964,"customer","18",10000,"stage1"
"LogisticRegression",0.7048,"customer","18",10000,"stage1"
"RandomForest",0.3048,"customer","18",10000,"stage1"
"RandomForest",0.2952,"customer","18",10000,"stage1"
"RandomForest",0.3164,"customer","18",10000,"stage1"
"RandomForest",0.314,"customer","18",10000,"stage1"
"RandomForest",0.304,"customer","18",10000,"stage1"
"LinearSVC",0.7144,"customer","18",10000,"stage1"
"LinearSVC",0.7104,"customer","18",10000,"stage1"
"LinearSVC",0.7088,"customer","18",10000,"stage1"
"LinearSVC",0.7004,"customer","18",10000,"stage1"
"LinearSVC",0.7188,"customer","18",10000,"stage1"
"NaiveBayes",0.5744,"customer","18",10000,"stage1"
"NaiveBayes",0.5756,"customer","18",10000,"stage1"
"NaiveBayes",0.5656,"customer","18",10000,"stage1"
"NaiveBayes",0.572,"customer","18",10000,"stage1"
"NaiveBayes",0.5728,"customer","18",10000,"stage1"
"LogisticRegression",0.702,"customer","18",10000,"stage1"
"LogisticRegression",0.7032,"customer","18",10000,"stage1"
"LogisticRegression",0.6916,"customer","18",10000,"stage1"
"LogisticRegression",0.6964,"customer","18",10000,"stage1"
"LogisticRegression",0.7048,"customer","18",10000,"stage1"
"BERT",0.728,"customer","18",10000,"stage1"
"BERT",0.731,"customer","18",10000,"stage1"
"BERT",0.728,"customer","18",10000,"stage1"
"BERT",0.7352,"customer","18",10000,"stage1"
"BERT",0.7248,"customer","18",10000,"stage1"
"RandomForest",0.3752,"amazon","5",10000,"stage1"
"RandomForest",0.362,"amazon","5",10000,"stage1"
"RandomForest",0.3688,"amazon","5",10000,"stage1"
"RandomForest",0.3752,"amazon","5",10000,"stage1"
"RandomForest",0.37,"amazon","5",10000,"stage1"
"LinearSVC",0.3904,"amazon","5",10000,"stage1"
"LinearSVC",0.3956,"amazon","5",10000,"stage1"
"LinearSVC",0.3968,"amazon","5",10000,"stage1"
"LinearSVC",0.394,"amazon","5",10000,"stage1"
"LinearSVC",0.3972,"amazon","5",10000,"stage1"
"NaiveBayes",0.41,"amazon","5",10000,"stage1"
"NaiveBayes",0.4144,"amazon","5",10000,"stage1"
"NaiveBayes",0.4164,"amazon","5",10000,"stage1"
"NaiveBayes",0.4204,"amazon","5",10000,"stage1"
"NaiveBayes",0.426,"amazon","5",10000,"stage1"
"LogisticRegression",0.4248,"amazon","5",10000,"stage1"
"LogisticRegression",0.4244,"amazon","5",10000,"stage1"
"LogisticRegression",0.4316,"amazon","5",10000,"stage1"
"LogisticRegression",0.4328,"amazon","5",10000,"stage1"
"LogisticRegression",0.4296,"amazon","5",10000,"stage1"
"RandomForest",0.3752,"amazon","5",10000,"stage1"
"RandomForest",0.362,"amazon","5",10000,"stage1"
"RandomForest",0.3688,"amazon","5",10000,"stage1"
"RandomForest",0.3752,"amazon","5",10000,"stage1"
"RandomForest",0.37,"amazon","5",10000,"stage1"
"LinearSVC",0.3904,"amazon","5",10000,"stage1"
"LinearSVC",0.3956,"amazon","5",10000,"stage1"
"LinearSVC",0.3968,"amazon","5",10000,"stage1"
"LinearSVC",0.394,"amazon","5",10000,"stage1"
"LinearSVC",0.3972,"amazon","5",10000,"stage1"
"NaiveBayes",0.41,"amazon","5",10000,"stage1"
"NaiveBayes",0.4144,"amazon","5",10000,"stage1"
"NaiveBayes",0.4164,"amazon","5",10000,"stage1"
"NaiveBayes",0.4204,"amazon","5",10000,"stage1"
"NaiveBayes",0.426,"amazon","5",10000,"stage1"
"LogisticRegression",0.4248,"amazon","5",10000,"stage1"
"LogisticRegression",0.4244,"amazon","5",10000,"stage1"
"LogisticRegression",0.4316,"amazon","5",10000,"stage1"
"LogisticRegression",0.4328,"amazon","5",10000,"stage1"
"LogisticRegression",0.4296,"amazon","5",10000,"stage1"
"BERT",0.550000021457672,"amazon","5",10000,"stage1"
"BERT",0.544080028533936,"amazon","5",10000,"stage1"
"BERT",0.549200007915497,"amazon","5",10000,"stage1"
"BERT",0.531920025348663,"amazon","5",10000,"stage1"
"BERT",0.539600024223328,"amazon","5",10000,"stage1"
"RandomForest",0.3605,"agnews","4",100,"stage2"
"LinearSVC",0.6115,"agnews","4",100,"stage2"
"NaiveBayes",0.3395,"agnews","4",100,"stage2"
"LogisticRegression",0.285,"agnews","4",100,"stage2"
"RandomForest",0.3055,"agnews","4",100,"stage2"
"LinearSVC",0.587,"agnews","4",100,"stage2"
"NaiveBayes",0.405,"agnews","4",100,"stage2"
"LogisticRegression",0.3905,"agnews","4",100,"stage2"
"RandomForest",0.31,"agnews","4",100,"stage2"
"LinearSVC",0.52,"agnews","4",100,"stage2"
"NaiveBayes",0.333,"agnews","4",100,"stage2"
"LogisticRegression",0.4455,"agnews","4",100,"stage2"
"RandomForest",0.25,"agnews","4",100,"stage2"
"LinearSVC",0.6465,"agnews","4",100,"stage2"
"NaiveBayes",0.3735,"agnews","4",100,"stage2"
"LogisticRegression",0.3395,"agnews","4",100,"stage2"
"RandomForest",0.3435,"agnews","4",100,"stage2"
"LinearSVC",0.5785,"agnews","4",100,"stage2"
"NaiveBayes",0.275,"agnews","4",100,"stage2"
"LogisticRegression",0.4685,"agnews","4",100,"stage2"
"RandomForest",0.26,"agnews","4",100,"stage2"
"LinearSVC",0.581,"agnews","4",100,"stage2"
"NaiveBayes",0.545,"agnews","4",100,"stage2"
"LogisticRegression",0.2715,"agnews","4",100,"stage2"
"RandomForest",0.333,"agnews","4",100,"stage2"
"LinearSVC",0.625,"agnews","4",100,"stage2"
"NaiveBayes",0.5035,"agnews","4",100,"stage2"
"LogisticRegression",0.351,"agnews","4",100,"stage2"
"RandomForest",0.269,"agnews","4",100,"stage2"
"LinearSVC",0.622,"agnews","4",100,"stage2"
"NaiveBayes",0.534,"agnews","4",100,"stage2"
"LogisticRegression",0.359,"agnews","4",100,"stage2"
"RandomForest",0.256,"agnews","4",100,"stage2"
"LinearSVC",0.535,"agnews","4",100,"stage2"
"NaiveBayes",0.4985,"agnews","4",100,"stage2"
"LogisticRegression",0.5345,"agnews","4",100,"stage2"
"RandomForest",0.2995,"agnews","4",100,"stage2"
"LinearSVC",0.6085,"agnews","4",100,"stage2"
"NaiveBayes",0.4475,"agnews","4",100,"stage2"
"LogisticRegression",0.4755,"agnews","4",100,"stage2"
"RandomForest",0.4295,"agnews","4",200,"stage2"
"LinearSVC",0.7195,"agnews","4",200,"stage2"
"NaiveBayes",0.591,"agnews","4",200,"stage2"
"LogisticRegression",0.629,"agnews","4",200,"stage2"
"RandomForest",0.3855,"agnews","4",200,"stage2"
"LinearSVC",0.7155,"agnews","4",200,"stage2"
"NaiveBayes",0.676,"agnews","4",200,"stage2"
"LogisticRegression",0.61,"agnews","4",200,"stage2"
"RandomForest",0.538,"agnews","4",200,"stage2"
"LinearSVC",0.69,"agnews","4",200,"stage2"
"NaiveBayes",0.666,"agnews","4",200,"stage2"
"LogisticRegression",0.6545,"agnews","4",200,"stage2"
"RandomForest",0.282,"agnews","4",200,"stage2"
"LinearSVC",0.639,"agnews","4",200,"stage2"
"NaiveBayes",0.5485,"agnews","4",200,"stage2"
"LogisticRegression",0.616,"agnews","4",200,"stage2"
"RandomForest",0.267,"agnews","4",200,"stage2"
"LinearSVC",0.701,"agnews","4",200,"stage2"
"NaiveBayes",0.6535,"agnews","4",200,"stage2"
"LogisticRegression",0.7035,"agnews","4",200,"stage2"
"RandomForest",0.457,"agnews","4",200,"stage2"
"LinearSVC",0.641,"agnews","4",200,"stage2"
"NaiveBayes",0.6675,"agnews","4",200,"stage2"
"LogisticRegression",0.6745,"agnews","4",200,"stage2"
"RandomForest",0.4805,"agnews","4",200,"stage2"
"LinearSVC",0.6975,"agnews","4",200,"stage2"
"NaiveBayes",0.723,"agnews","4",200,"stage2"
"LogisticRegression",0.559,"agnews","4",200,"stage2"
"RandomForest",0.339,"agnews","4",200,"stage2"
"LinearSVC",0.6705,"agnews","4",200,"stage2"
"NaiveBayes",0.5195,"agnews","4",200,"stage2"
"LogisticRegression",0.456,"agnews","4",200,"stage2"
"RandomForest",0.365,"agnews","4",200,"stage2"
"LinearSVC",0.7205,"agnews","4",200,"stage2"
"NaiveBayes",0.594,"agnews","4",200,"stage2"
"LogisticRegression",0.656,"agnews","4",200,"stage2"
"RandomForest",0.4765,"agnews","4",200,"stage2"
"LinearSVC",0.7035,"agnews","4",200,"stage2"
"NaiveBayes",0.396,"agnews","4",200,"stage2"
"LogisticRegression",0.5945,"agnews","4",200,"stage2"
"RandomForest",0.306,"agnews","4",400,"stage2"
"LinearSVC",0.7595,"agnews","4",400,"stage2"
"NaiveBayes",0.6885,"agnews","4",400,"stage2"
"LogisticRegression",0.751,"agnews","4",400,"stage2"
"RandomForest",0.313,"agnews","4",400,"stage2"
"LinearSVC",0.783,"agnews","4",400,"stage2"
"NaiveBayes",0.7625,"agnews","4",400,"stage2"
"LogisticRegression",0.731,"agnews","4",400,"stage2"
"RandomForest",0.474,"agnews","4",400,"stage2"
"LinearSVC",0.745,"agnews","4",400,"stage2"
"NaiveBayes",0.602,"agnews","4",400,"stage2"
"LogisticRegression",0.739,"agnews","4",400,"stage2"
"RandomForest",0.603,"agnews","4",400,"stage2"
"LinearSVC",0.757,"agnews","4",400,"stage2"
"NaiveBayes",0.7825,"agnews","4",400,"stage2"
"LogisticRegression",0.7235,"agnews","4",400,"stage2"
"RandomForest",0.562,"agnews","4",400,"stage2"
"LinearSVC",0.762,"agnews","4",400,"stage2"
"NaiveBayes",0.6655,"agnews","4",400,"stage2"
"LogisticRegression",0.7535,"agnews","4",400,"stage2"
"RandomForest",0.41,"agnews","4",400,"stage2"
"LinearSVC",0.7785,"agnews","4",400,"stage2"
"NaiveBayes",0.7415,"agnews","4",400,"stage2"
"LogisticRegression",0.731,"agnews","4",400,"stage2"
"RandomForest",0.4375,"agnews","4",400,"stage2"
"LinearSVC",0.7815,"agnews","4",400,"stage2"
"NaiveBayes",0.7445,"agnews","4",400,"stage2"
"LogisticRegression",0.7225,"agnews","4",400,"stage2"
"RandomForest",0.471,"agnews","4",400,"stage2"
"LinearSVC",0.767,"agnews","4",400,"stage2"
"NaiveBayes",0.735,"agnews","4",400,"stage2"
"LogisticRegression",0.715,"agnews","4",400,"stage2"
"RandomForest",0.421,"agnews","4",400,"stage2"
"LinearSVC",0.7675,"agnews","4",400,"stage2"
"NaiveBayes",0.7635,"agnews","4",400,"stage2"
"LogisticRegression",0.649,"agnews","4",400,"stage2"
"RandomForest",0.375,"agnews","4",400,"stage2"
"LinearSVC",0.7535,"agnews","4",400,"stage2"
"NaiveBayes",0.752,"agnews","4",400,"stage2"
"LogisticRegression",0.749,"agnews","4",400,"stage2"
"RandomForest",0.495,"agnews","4",800,"stage2"
"LinearSVC",0.8045,"agnews","4",800,"stage2"
"NaiveBayes",0.8125,"agnews","4",800,"stage2"
"LogisticRegression",0.8185,"agnews","4",800,"stage2"
"RandomForest",0.5065,"agnews","4",800,"stage2"
"LinearSVC",0.7985,"agnews","4",800,"stage2"
"NaiveBayes",0.8085,"agnews","4",800,"stage2"
"LogisticRegression",0.809,"agnews","4",800,"stage2"
"RandomForest",0.6045,"agnews","4",800,"stage2"
"LinearSVC",0.814,"agnews","4",800,"stage2"
"NaiveBayes",0.816,"agnews","4",800,"stage2"
"LogisticRegression",0.814,"agnews","4",800,"stage2"
"RandomForest",0.336,"agnews","4",800,"stage2"
"LinearSVC",0.8095,"agnews","4",800,"stage2"
"NaiveBayes",0.771,"agnews","4",800,"stage2"
"LogisticRegression",0.8105,"agnews","4",800,"stage2"
"RandomForest",0.4585,"agnews","4",800,"stage2"
"LinearSVC",0.8125,"agnews","4",800,"stage2"
"NaiveBayes",0.8215,"agnews","4",800,"stage2"
"LogisticRegression",0.7925,"agnews","4",800,"stage2"
"RandomForest",0.4465,"agnews","4",800,"stage2"
"LinearSVC",0.8045,"agnews","4",800,"stage2"
"NaiveBayes",0.813,"agnews","4",800,"stage2"
"LogisticRegression",0.815,"agnews","4",800,"stage2"
"RandomForest",0.523,"agnews","4",800,"stage2"
"LinearSVC",0.8125,"agnews","4",800,"stage2"
"NaiveBayes",0.811,"agnews","4",800,"stage2"
"LogisticRegression",0.8055,"agnews","4",800,"stage2"
"RandomForest",0.652,"agnews","4",800,"stage2"
"LinearSVC",0.798,"agnews","4",800,"stage2"
"NaiveBayes",0.8235,"agnews","4",800,"stage2"
"LogisticRegression",0.807,"agnews","4",800,"stage2"
"RandomForest",0.4115,"agnews","4",800,"stage2"
"LinearSVC",0.821,"agnews","4",800,"stage2"
"NaiveBayes",0.8035,"agnews","4",800,"stage2"
"LogisticRegression",0.8175,"agnews","4",800,"stage2"
"RandomForest",0.614,"agnews","4",800,"stage2"
"LinearSVC",0.8085,"agnews","4",800,"stage2"
"NaiveBayes",0.7565,"agnews","4",800,"stage2"
"LogisticRegression",0.811,"agnews","4",800,"stage2"
"RandomForest",0.5375,"agnews","4",1600,"stage2"
"LinearSVC",0.8335,"agnews","4",1600,"stage2"
"NaiveBayes",0.8265,"agnews","4",1600,"stage2"
"LogisticRegression",0.84,"agnews","4",1600,"stage2"
"RandomForest",0.5595,"agnews","4",1600,"stage2"
"LinearSVC",0.8365,"agnews","4",1600,"stage2"
"NaiveBayes",0.8375,"agnews","4",1600,"stage2"
"LogisticRegression",0.838,"agnews","4",1600,"stage2"
"RandomForest",0.591,"agnews","4",1600,"stage2"
"LinearSVC",0.8305,"agnews","4",1600,"stage2"
"NaiveBayes",0.84,"agnews","4",1600,"stage2"
"LogisticRegression",0.8375,"agnews","4",1600,"stage2"
"RandomForest",0.4525,"agnews","4",1600,"stage2"
"LinearSVC",0.842,"agnews","4",1600,"stage2"
"NaiveBayes",0.8425,"agnews","4",1600,"stage2"
"LogisticRegression",0.8465,"agnews","4",1600,"stage2"
"RandomForest",0.4815,"agnews","4",1600,"stage2"
"LinearSVC",0.834,"agnews","4",1600,"stage2"
"NaiveBayes",0.845,"agnews","4",1600,"stage2"
"LogisticRegression",0.8345,"agnews","4",1600,"stage2"
"RandomForest",0.4045,"agnews","4",1600,"stage2"
"LinearSVC",0.8475,"agnews","4",1600,"stage2"
"NaiveBayes",0.8385,"agnews","4",1600,"stage2"
"LogisticRegression",0.8365,"agnews","4",1600,"stage2"
"RandomForest",0.4565,"agnews","4",1600,"stage2"
"LinearSVC",0.833,"agnews","4",1600,"stage2"
"NaiveBayes",0.842,"agnews","4",1600,"stage2"
"LogisticRegression",0.841,"agnews","4",1600,"stage2"
"RandomForest",0.603,"agnews","4",1600,"stage2"
"LinearSVC",0.8335,"agnews","4",1600,"stage2"
"NaiveBayes",0.8385,"agnews","4",1600,"stage2"
"LogisticRegression",0.846,"agnews","4",1600,"stage2"
"RandomForest",0.6345,"agnews","4",1600,"stage2"
"LinearSVC",0.8355,"agnews","4",1600,"stage2"
"NaiveBayes",0.8135,"agnews","4",1600,"stage2"
"LogisticRegression",0.8355,"agnews","4",1600,"stage2"
"RandomForest",0.64,"agnews","4",1600,"stage2"
"LinearSVC",0.8325,"agnews","4",1600,"stage2"
"NaiveBayes",0.8405,"agnews","4",1600,"stage2"
"LogisticRegression",0.8345,"agnews","4",1600,"stage2"
"RandomForest",0.6155,"agnews","4",3200,"stage2"
"LinearSVC",0.8525,"agnews","4",3200,"stage2"
"NaiveBayes",0.861,"agnews","4",3200,"stage2"
"LogisticRegression",0.856,"agnews","4",3200,"stage2"
"RandomForest",0.5695,"agnews","4",3200,"stage2"
"LinearSVC",0.8555,"agnews","4",3200,"stage2"
"NaiveBayes",0.852,"agnews","4",3200,"stage2"
"LogisticRegression",0.861,"agnews","4",3200,"stage2"
"RandomForest",0.674,"agnews","4",3200,"stage2"
"LinearSVC",0.861,"agnews","4",3200,"stage2"
"NaiveBayes",0.849,"agnews","4",3200,"stage2"
"LogisticRegression",0.856,"agnews","4",3200,"stage2"
"RandomForest",0.6195,"agnews","4",3200,"stage2"
"LinearSVC",0.8565,"agnews","4",3200,"stage2"
"NaiveBayes",0.8535,"agnews","4",3200,"stage2"
"LogisticRegression",0.8545,"agnews","4",3200,"stage2"
"RandomForest",0.5075,"agnews","4",3200,"stage2"
"LinearSVC",0.855,"agnews","4",3200,"stage2"
"NaiveBayes",0.8505,"agnews","4",3200,"stage2"
"LogisticRegression",0.851,"agnews","4",3200,"stage2"
"RandomForest",0.697,"agnews","4",3200,"stage2"
"LinearSVC",0.853,"agnews","4",3200,"stage2"
"NaiveBayes",0.852,"agnews","4",3200,"stage2"
"LogisticRegression",0.8475,"agnews","4",3200,"stage2"
"RandomForest",0.5695,"agnews","4",3200,"stage2"
"LinearSVC",0.86,"agnews","4",3200,"stage2"
"NaiveBayes",0.8515,"agnews","4",3200,"stage2"
"LogisticRegression",0.853,"agnews","4",3200,"stage2"
"RandomForest",0.5715,"agnews","4",3200,"stage2"
"LinearSVC",0.851,"agnews","4",3200,"stage2"
"NaiveBayes",0.853,"agnews","4",3200,"stage2"
"LogisticRegression",0.8575,"agnews","4",3200,"stage2"
"RandomForest",0.595,"agnews","4",3200,"stage2"
"LinearSVC",0.8545,"agnews","4",3200,"stage2"
"NaiveBayes",0.855,"agnews","4",3200,"stage2"
"LogisticRegression",0.854,"agnews","4",3200,"stage2"
"RandomForest",0.529,"agnews","4",3200,"stage2"
"LinearSVC",0.8565,"agnews","4",3200,"stage2"
"NaiveBayes",0.8595,"agnews","4",3200,"stage2"
"LogisticRegression",0.859,"agnews","4",3200,"stage2"
"RandomForest",0.574,"agnews","4",5000,"stage2"
"LinearSVC",0.8645,"agnews","4",5000,"stage2"
"NaiveBayes",0.865,"agnews","4",5000,"stage2"
"LogisticRegression",0.8645,"agnews","4",5000,"stage2"
"RandomForest",0.6645,"agnews","4",5000,"stage2"
"LinearSVC",0.858,"agnews","4",5000,"stage2"
"NaiveBayes",0.868,"agnews","4",5000,"stage2"
"LogisticRegression",0.877,"agnews","4",5000,"stage2"
"RandomForest",0.6225,"agnews","4",5000,"stage2"
"LinearSVC",0.8595,"agnews","4",5000,"stage2"
"NaiveBayes",0.8575,"agnews","4",5000,"stage2"
"LogisticRegression",0.865,"agnews","4",5000,"stage2"
"RandomForest",0.6485,"agnews","4",5000,"stage2"
"LinearSVC",0.869,"agnews","4",5000,"stage2"
"NaiveBayes",0.8595,"agnews","4",5000,"stage2"
"LogisticRegression",0.87,"agnews","4",5000,"stage2"
"RandomForest",0.6585,"agnews","4",5000,"stage2"
"LinearSVC",0.8645,"agnews","4",5000,"stage2"
"NaiveBayes",0.861,"agnews","4",5000,"stage2"
