"model_name","accuracy","dataset","class_num","training_size","stage"
"LinearSVC",0.893,"customer","3",5000,"stage3"
"NaiveBayes",0.877,"customer","3",5000,"stage3"
"LogisticRegression",0.876,"customer","3",5000,"stage3"
"BERT",0.517000019550323,"customer","3",100,"stage3"
"BERT",0.456000000238419,"customer","3",100,"stage3"
"BERT",0.455000013113022,"customer","3",100,"stage3"
"BERT",0.456999987363815,"customer","3",100,"stage3"
"BERT",0.455000013113022,"customer","3",100,"stage3"
"BERT",0.621999979019165,"customer","3",200,"stage3"
"BERT",0.598999977111816,"customer","3",200,"stage3"
"BERT",0.742999970912933,"customer","3",200,"stage3"
"BERT",0.703000009059906,"customer","3",200,"stage3"
"BERT",0.739000022411346,"customer","3",200,"stage3"
"BERT",0.842999994754791,"customer","3",400,"stage3"
"BERT",0.794000029563904,"customer","3",400,"stage3"
"BERT",0.601000010967255,"customer","3",400,"stage3"
"BERT",0.711000025272369,"customer","3",400,"stage3"
"BERT",0.847000002861023,"customer","3",400,"stage3"
"BERT",0.833999991416931,"customer","3",800,"stage3"
"BERT",0.699999988079071,"customer","3",800,"stage3"
"BERT",0.837999999523163,"customer","3",800,"stage3"
"BERT",0.842999994754791,"customer","3",800,"stage3"
"BERT",0.85699999332428,"customer","3",800,"stage3"
"BERT",0.85699999332428,"customer","3",1600,"stage3"
"BERT",0.851000010967255,"customer","3",1600,"stage3"
"BERT",0.860000014305115,"customer","3",1600,"stage3"
"BERT",0.84799998998642,"customer","3",1600,"stage3"
"BERT",0.867999970912933,"customer","3",1600,"stage3"
"BERT",0.878000020980835,"customer","3",3200,"stage3"
"BERT",0.873000025749207,"customer","3",3200,"stage3"
"BERT",0.88400000333786,"customer","3",3200,"stage3"
"BERT",0.864000022411346,"customer","3",3200,"stage3"
"BERT",0.860000014305115,"customer","3",3200,"stage3"
"BERT",0.89300000667572,"customer","3",5000,"stage3"
"BERT",0.86599999666214,"customer","3",5000,"stage3"
"BERT",0.878000020980835,"customer","3",5000,"stage3"
"BERT",0.870999991893768,"customer","3",5000,"stage3"
"BERT",0.861999988555908,"customer","3",5000,"stage3"
"RandomForest",0.4295,"dbpedia","5",100,"stage3"
"LinearSVC",0.8315,"dbpedia","5",100,"stage3"
"NaiveBayes",0.5645,"dbpedia","5",100,"stage3"
"LogisticRegression",0.61,"dbpedia","5",100,"stage3"
"RandomForest",0.4325,"dbpedia","5",100,"stage3"
"LinearSVC",0.8815,"dbpedia","5",100,"stage3"
"NaiveBayes",0.5135,"dbpedia","5",100,"stage3"
"LogisticRegression",0.5795,"dbpedia","5",100,"stage3"
"RandomForest",0.369,"dbpedia","5",100,"stage3"
"LinearSVC",0.8685,"dbpedia","5",100,"stage3"
"NaiveBayes",0.6355,"dbpedia","5",100,"stage3"
"LogisticRegression",0.541,"dbpedia","5",100,"stage3"
"RandomForest",0.5065,"dbpedia","5",100,"stage3"
"LinearSVC",0.8805,"dbpedia","5",100,"stage3"
"NaiveBayes",0.6115,"dbpedia","5",100,"stage3"
"LogisticRegression",0.68,"dbpedia","5",100,"stage3"
"RandomForest",0.268,"dbpedia","5",100,"stage3"
"LinearSVC",0.87,"dbpedia","5",100,"stage3"
"NaiveBayes",0.652,"dbpedia","5",100,"stage3"
"LogisticRegression",0.5455,"dbpedia","5",100,"stage3"
"RandomForest",0.3925,"dbpedia","5",100,"stage3"
"LinearSVC",0.9295,"dbpedia","5",100,"stage3"
"NaiveBayes",0.653,"dbpedia","5",100,"stage3"
"LogisticRegression",0.657,"dbpedia","5",100,"stage3"
"RandomForest",0.6525,"dbpedia","5",200,"stage3"
"LinearSVC",0.949,"dbpedia","5",200,"stage3"
"NaiveBayes",0.945,"dbpedia","5",200,"stage3"
"LogisticRegression",0.93,"dbpedia","5",200,"stage3"
"RandomForest",0.719,"dbpedia","5",200,"stage3"
"LinearSVC",0.927,"dbpedia","5",200,"stage3"
"NaiveBayes",0.9025,"dbpedia","5",200,"stage3"
"LogisticRegression",0.8935,"dbpedia","5",200,"stage3"
"RandomForest",0.5685,"dbpedia","5",200,"stage3"
"LinearSVC",0.9315,"dbpedia","5",200,"stage3"
"NaiveBayes",0.7385,"dbpedia","5",200,"stage3"
"LogisticRegression",0.8735,"dbpedia","5",200,"stage3"
"RandomForest",0.394,"dbpedia","5",200,"stage3"
"LinearSVC",0.9205,"dbpedia","5",200,"stage3"
"NaiveBayes",0.932,"dbpedia","5",200,"stage3"
"LogisticRegression",0.8035,"dbpedia","5",200,"stage3"
"RandomForest",0.308,"dbpedia","5",200,"stage3"
"LinearSVC",0.9555,"dbpedia","5",200,"stage3"
"NaiveBayes",0.824,"dbpedia","5",200,"stage3"
"LogisticRegression",0.8895,"dbpedia","5",200,"stage3"
"RandomForest",0.5435,"dbpedia","5",200,"stage3"
"LinearSVC",0.953,"dbpedia","5",200,"stage3"
"NaiveBayes",0.8575,"dbpedia","5",200,"stage3"
"LogisticRegression",0.8335,"dbpedia","5",200,"stage3"
"RandomForest",0.6345,"dbpedia","5",400,"stage3"
"LinearSVC",0.9715,"dbpedia","5",400,"stage3"
"NaiveBayes",0.9295,"dbpedia","5",400,"stage3"
"LogisticRegression",0.9665,"dbpedia","5",400,"stage3"
"RandomForest",0.7895,"dbpedia","5",400,"stage3"
"LinearSVC",0.972,"dbpedia","5",400,"stage3"
"NaiveBayes",0.966,"dbpedia","5",400,"stage3"
"LogisticRegression",0.9265,"dbpedia","5",400,"stage3"
"RandomForest",0.6565,"dbpedia","5",400,"stage3"
"LinearSVC",0.9625,"dbpedia","5",400,"stage3"
"NaiveBayes",0.9515,"dbpedia","5",400,"stage3"
"LogisticRegression",0.946,"dbpedia","5",400,"stage3"
"RandomForest",0.8065,"dbpedia","5",400,"stage3"
"LinearSVC",0.9675,"dbpedia","5",400,"stage3"
"NaiveBayes",0.941,"dbpedia","5",400,"stage3"
"LogisticRegression",0.9655,"dbpedia","5",400,"stage3"
"RandomForest",0.625,"dbpedia","5",400,"stage3"
"LinearSVC",0.9645,"dbpedia","5",400,"stage3"
"NaiveBayes",0.914,"dbpedia","5",400,"stage3"
"LogisticRegression",0.948,"dbpedia","5",400,"stage3"
"RandomForest",0.885,"dbpedia","5",400,"stage3"
"LinearSVC",0.9655,"dbpedia","5",400,"stage3"
"NaiveBayes",0.9635,"dbpedia","5",400,"stage3"
"LogisticRegression",0.9485,"dbpedia","5",400,"stage3"
"RandomForest",0.829,"dbpedia","5",800,"stage3"
"LinearSVC",0.977,"dbpedia","5",800,"stage3"
"NaiveBayes",0.9755,"dbpedia","5",800,"stage3"
"LogisticRegression",0.9735,"dbpedia","5",800,"stage3"
"RandomForest",0.867,"dbpedia","5",800,"stage3"
"LinearSVC",0.98,"dbpedia","5",800,"stage3"
"NaiveBayes",0.963,"dbpedia","5",800,"stage3"
"LogisticRegression",0.9705,"dbpedia","5",800,"stage3"
"RandomForest",0.91,"dbpedia","5",800,"stage3"
"LinearSVC",0.9745,"dbpedia","5",800,"stage3"
"NaiveBayes",0.9685,"dbpedia","5",800,"stage3"
"LogisticRegression",0.97,"dbpedia","5",800,"stage3"
"RandomForest",0.7435,"dbpedia","5",800,"stage3"
"LinearSVC",0.9725,"dbpedia","5",800,"stage3"
"NaiveBayes",0.9575,"dbpedia","5",800,"stage3"
"LogisticRegression",0.966,"dbpedia","5",800,"stage3"
"RandomForest",0.71,"dbpedia","5",800,"stage3"
"LinearSVC",0.9785,"dbpedia","5",800,"stage3"
"NaiveBayes",0.9765,"dbpedia","5",800,"stage3"
"LogisticRegression",0.9725,"dbpedia","5",800,"stage3"
"RandomForest",0.6685,"dbpedia","5",800,"stage3"
"LinearSVC",0.972,"dbpedia","5",800,"stage3"
"NaiveBayes",0.963,"dbpedia","5",800,"stage3"
"LogisticRegression",0.966,"dbpedia","5",800,"stage3"
"RandomForest",0.8605,"dbpedia","5",1600,"stage3"
"LinearSVC",0.985,"dbpedia","5",1600,"stage3"
"NaiveBayes",0.98,"dbpedia","5",1600,"stage3"
"LogisticRegression",0.9825,"dbpedia","5",1600,"stage3"
"RandomForest",0.834,"dbpedia","5",1600,"stage3"
"LinearSVC",0.982,"dbpedia","5",1600,"stage3"
"NaiveBayes",0.977,"dbpedia","5",1600,"stage3"
"LogisticRegression",0.9785,"dbpedia","5",1600,"stage3"
"RandomForest",0.7365,"dbpedia","5",1600,"stage3"
"LinearSVC",0.978,"dbpedia","5",1600,"stage3"
"NaiveBayes",0.9775,"dbpedia","5",1600,"stage3"
"LogisticRegression",0.9825,"dbpedia","5",1600,"stage3"
"RandomForest",0.8775,"dbpedia","5",1600,"stage3"
"LinearSVC",0.984,"dbpedia","5",1600,"stage3"
"NaiveBayes",0.9785,"dbpedia","5",1600,"stage3"
"LogisticRegression",0.9785,"dbpedia","5",1600,"stage3"
"RandomForest",0.8485,"dbpedia","5",1600,"stage3"
"LinearSVC",0.9845,"dbpedia","5",1600,"stage3"
"NaiveBayes",0.974,"dbpedia","5",1600,"stage3"
"LogisticRegression",0.98,"dbpedia","5",1600,"stage3"
"RandomForest",0.858,"dbpedia","5",1600,"stage3"
"LinearSVC",0.982,"dbpedia","5",1600,"stage3"
"NaiveBayes",0.9725,"dbpedia","5",1600,"stage3"
"LogisticRegression",0.98,"dbpedia","5",1600,"stage3"
"RandomForest",0.904,"dbpedia","5",3200,"stage3"
"LinearSVC",0.9835,"dbpedia","5",3200,"stage3"
"NaiveBayes",0.9805,"dbpedia","5",3200,"stage3"
"LogisticRegression",0.9825,"dbpedia","5",3200,"stage3"
"RandomForest",0.87,"dbpedia","5",3200,"stage3"
"LinearSVC",0.9855,"dbpedia","5",3200,"stage3"
"NaiveBayes",0.981,"dbpedia","5",3200,"stage3"
"LogisticRegression",0.9835,"dbpedia","5",3200,"stage3"
"RandomForest",0.79,"dbpedia","5",3200,"stage3"
"LinearSVC",0.985,"dbpedia","5",3200,"stage3"
"NaiveBayes",0.978,"dbpedia","5",3200,"stage3"
"LogisticRegression",0.9835,"dbpedia","5",3200,"stage3"
"RandomForest",0.914,"dbpedia","5",3200,"stage3"
"LinearSVC",0.9845,"dbpedia","5",3200,"stage3"
"NaiveBayes",0.983,"dbpedia","5",3200,"stage3"
"LogisticRegression",0.9815,"dbpedia","5",3200,"stage3"
"RandomForest",0.875,"dbpedia","5",3200,"stage3"
"LinearSVC",0.9855,"dbpedia","5",3200,"stage3"
"NaiveBayes",0.9795,"dbpedia","5",3200,"stage3"
"LogisticRegression",0.983,"dbpedia","5",3200,"stage3"
"RandomForest",0.905,"dbpedia","5",3200,"stage3"
"LinearSVC",0.984,"dbpedia","5",3200,"stage3"
"NaiveBayes",0.98,"dbpedia","5",3200,"stage3"
"LogisticRegression",0.983,"dbpedia","5",3200,"stage3"
"RandomForest",0.89,"dbpedia","5",5000,"stage3"
"LinearSVC",0.9865,"dbpedia","5",5000,"stage3"
"NaiveBayes",0.98,"dbpedia","5",5000,"stage3"
"LogisticRegression",0.985,"dbpedia","5",5000,"stage3"
"RandomForest",0.8855,"dbpedia","5",5000,"stage3"
"LinearSVC",0.985,"dbpedia","5",5000,"stage3"
"NaiveBayes",0.9785,"dbpedia","5",5000,"stage3"
"LogisticRegression",0.9855,"dbpedia","5",5000,"stage3"
"RandomForest",0.8975,"dbpedia","5",5000,"stage3"
"LinearSVC",0.984,"dbpedia","5",5000,"stage3"
"NaiveBayes",0.98,"dbpedia","5",5000,"stage3"
"LogisticRegression",0.985,"dbpedia","5",5000,"stage3"
"RandomForest",0.903,"dbpedia","5",5000,"stage3"
"LinearSVC",0.983,"dbpedia","5",5000,"stage3"
"NaiveBayes",0.9845,"dbpedia","5",5000,"stage3"
"LogisticRegression",0.9825,"dbpedia","5",5000,"stage3"
"RandomForest",0.9115,"dbpedia","5",5000,"stage3"
"LinearSVC",0.9855,"dbpedia","5",5000,"stage3"
"NaiveBayes",0.9825,"dbpedia","5",5000,"stage3"
"LogisticRegression",0.985,"dbpedia","5",5000,"stage3"
"RandomForest",0.897,"dbpedia","5",5000,"stage3"
"LinearSVC",0.986,"dbpedia","5",5000,"stage3"
"NaiveBayes",0.9815,"dbpedia","5",5000,"stage3"
"LogisticRegression",0.9845,"dbpedia","5",5000,"stage3"
"BERT",0.190999999642372,"dbpedia","5",100,"stage3"
"BERT",0.314000010490417,"dbpedia","5",100,"stage3"
"BERT",0.19650000333786,"dbpedia","5",100,"stage3"
"BERT",0.375,"dbpedia","5",100,"stage3"
"BERT",0.820500016212463,"dbpedia","5",100,"stage3"
"BERT",0.984000027179718,"dbpedia","5",200,"stage3"
"BERT",0.990000009536743,"dbpedia","5",200,"stage3"
"BERT",0.986999988555908,"dbpedia","5",200,"stage3"
"BERT",0.992500007152557,"dbpedia","5",200,"stage3"
"BERT",0.992500007152557,"dbpedia","5",200,"stage3"
"BERT",0.993499994277954,"dbpedia","5",400,"stage3"
"BERT",0.992500007152557,"dbpedia","5",400,"stage3"
"BERT",0.991999983787537,"dbpedia","5",400,"stage3"
"BERT",0.992500007152557,"dbpedia","5",400,"stage3"
"BERT",0.992500007152557,"dbpedia","5",400,"stage3"
"BERT",0.992999970912933,"dbpedia","5",800,"stage3"
"BERT",0.993499994277954,"dbpedia","5",800,"stage3"
"BERT",0.99099999666214,"dbpedia","5",800,"stage3"
"BERT",0.99099999666214,"dbpedia","5",800,"stage3"
"BERT",0.990499973297119,"dbpedia","5",800,"stage3"
"BERT",0.991999983787537,"dbpedia","5",1600,"stage3"
"BERT",0.992500007152557,"dbpedia","5",1600,"stage3"
"BERT",0.991500020027161,"dbpedia","5",1600,"stage3"
"BERT",0.990499973297119,"dbpedia","5",1600,"stage3"
"BERT",0.988499999046326,"dbpedia","5",1600,"stage3"
"BERT",0.987999975681305,"dbpedia","5",3200,"stage3"
"BERT",0.987500011920929,"dbpedia","5",3200,"stage3"
"BERT",0.990000009536743,"dbpedia","5",3200,"stage3"
"BERT",0.986999988555908,"dbpedia","5",3200,"stage3"
"BERT",0.985499978065491,"dbpedia","5",3200,"stage3"
"BERT",0.984000027179718,"dbpedia","5",5000,"stage3"
"BERT",0.992500007152557,"dbpedia","5",5000,"stage3"
"BERT",0.986999988555908,"dbpedia","5",5000,"stage3"
"BERT",0.986000001430511,"dbpedia","5",5000,"stage3"
"BERT",0.989000022411346,"dbpedia","5",5000,"stage3"
"RandomForest",0.384,"yelp","3",100,"stage3"
"LinearSVC",0.563,"yelp","3",100,"stage3"
"NaiveBayes",0.503,"yelp","3",100,"stage3"
"LogisticRegression",0.528,"yelp","3",100,"stage3"
"RandomForest",0.377,"yelp","3",100,"stage3"
"LinearSVC",0.588,"yelp","3",100,"stage3"
"NaiveBayes",0.362,"yelp","3",100,"stage3"
"LogisticRegression",0.348,"yelp","3",100,"stage3"
"RandomForest",0.423,"yelp","3",100,"stage3"
"LinearSVC",0.382,"yelp","3",100,"stage3"
"NaiveBayes",0.496,"yelp","3",100,"stage3"
"LogisticRegression",0.503,"yelp","3",100,"stage3"
"RandomForest",0.346,"yelp","3",100,"stage3"
"LinearSVC",0.611,"yelp","3",100,"stage3"
"NaiveBayes",0.47,"yelp","3",100,"stage3"
"LogisticRegression",0.473,"yelp","3",100,"stage3"
"RandomForest",0.353,"yelp","3",100,"stage3"
"LinearSVC",0.574,"yelp","3",100,"stage3"
"NaiveBayes",0.329,"yelp","3",100,"stage3"
"LogisticRegression",0.529,"yelp","3",100,"stage3"
"RandomForest",0.333,"yelp","3",100,"stage3"
"LinearSVC",0.533,"yelp","3",100,"stage3"
"NaiveBayes",0.495,"yelp","3",100,"stage3"
"LogisticRegression",0.421,"yelp","3",100,"stage3"
"RandomForest",0.397,"yelp","3",200,"stage3"
"LinearSVC",0.614,"yelp","3",200,"stage3"
"NaiveBayes",0.566,"yelp","3",200,"stage3"
"LogisticRegression",0.655,"yelp","3",200,"stage3"
"RandomForest",0.576,"yelp","3",200,"stage3"
"LinearSVC",0.663,"yelp","3",200,"stage3"
"NaiveBayes",0.367,"yelp","3",200,"stage3"
"LogisticRegression",0.554,"yelp","3",200,"stage3"
"RandomForest",0.595,"yelp","3",200,"stage3"
"LinearSVC",0.557,"yelp","3",200,"stage3"
"NaiveBayes",0.465,"yelp","3",200,"stage3"
"LogisticRegression",0.615,"yelp","3",200,"stage3"
"RandomForest",0.335,"yelp","3",200,"stage3"
"LinearSVC",0.641,"yelp","3",200,"stage3"
"NaiveBayes",0.565,"yelp","3",200,"stage3"
"LogisticRegression",0.618,"yelp","3",200,"stage3"
"RandomForest",0.343,"yelp","3",200,"stage3"
"LinearSVC",0.614,"yelp","3",200,"stage3"
"NaiveBayes",0.626,"yelp","3",200,"stage3"
"LogisticRegression",0.437,"yelp","3",200,"stage3"
"RandomForest",0.401,"yelp","3",200,"stage3"
"LinearSVC",0.656,"yelp","3",200,"stage3"
"NaiveBayes",0.444,"yelp","3",200,"stage3"
"LogisticRegression",0.678,"yelp","3",200,"stage3"
"RandomForest",0.443,"yelp","3",400,"stage3"
"LinearSVC",0.727,"yelp","3",400,"stage3"
"NaiveBayes",0.57,"yelp","3",400,"stage3"
"LogisticRegression",0.658,"yelp","3",400,"stage3"
"RandomForest",0.507,"yelp","3",400,"stage3"
"LinearSVC",0.705,"yelp","3",400,"stage3"
"NaiveBayes",0.639,"yelp","3",400,"stage3"
"LogisticRegression",0.704,"yelp","3",400,"stage3"
"RandomForest",0.385,"yelp","3",400,"stage3"
"LinearSVC",0.703,"yelp","3",400,"stage3"
"NaiveBayes",0.568,"yelp","3",400,"stage3"
"LogisticRegression",0.694,"yelp","3",400,"stage3"
"RandomForest",0.351,"yelp","3",400,"stage3"
"LinearSVC",0.707,"yelp","3",400,"stage3"
"NaiveBayes",0.7,"yelp","3",400,"stage3"
"LogisticRegression",0.549,"yelp","3",400,"stage3"
"RandomForest",0.442,"yelp","3",400,"stage3"
"LinearSVC",0.665,"yelp","3",400,"stage3"
"NaiveBayes",0.703,"yelp","3",400,"stage3"
"LogisticRegression",0.702,"yelp","3",400,"stage3"
"RandomForest",0.523,"yelp","3",400,"stage3"
"LinearSVC",0.676,"yelp","3",400,"stage3"
"NaiveBayes",0.571,"yelp","3",400,"stage3"
"LogisticRegression",0.656,"yelp","3",400,"stage3"
"RandomForest",0.675,"yelp","3",800,"stage3"
"LinearSVC",0.729,"yelp","3",800,"stage3"
"NaiveBayes",0.663,"yelp","3",800,"stage3"
"LogisticRegression",0.731,"yelp","3",800,"stage3"
"RandomForest",0.392,"yelp","3",800,"stage3"
"LinearSVC",0.731,"yelp","3",800,"stage3"
"NaiveBayes",0.654,"yelp","3",800,"stage3"
"LogisticRegression",0.736,"yelp","3",800,"stage3"
"RandomForest",0.499,"yelp","3",800,"stage3"
"LinearSVC",0.748,"yelp","3",800,"stage3"
"NaiveBayes",0.712,"yelp","3",800,"stage3"
"LogisticRegression",0.72,"yelp","3",800,"stage3"
"RandomForest",0.664,"yelp","3",800,"stage3"
"LinearSVC",0.73,"yelp","3",800,"stage3"
"NaiveBayes",0.725,"yelp","3",800,"stage3"
"LogisticRegression",0.734,"yelp","3",800,"stage3"
"RandomForest",0.479,"yelp","3",800,"stage3"
"LinearSVC",0.739,"yelp","3",800,"stage3"
"NaiveBayes",0.648,"yelp","3",800,"stage3"
"LogisticRegression",0.727,"yelp","3",800,"stage3"
"RandomForest",0.65,"yelp","3",800,"stage3"
"LinearSVC",0.729,"yelp","3",800,"stage3"
"NaiveBayes",0.676,"yelp","3",800,"stage3"
"LogisticRegression",0.747,"yelp","3",800,"stage3"
"RandomForest",0.581,"yelp","3",1600,"stage3"
"LinearSVC",0.729,"yelp","3",1600,"stage3"
"NaiveBayes",0.725,"yelp","3",1600,"stage3"
"LogisticRegression",0.766,"yelp","3",1600,"stage3"
"RandomForest",0.559,"yelp","3",1600,"stage3"
"LinearSVC",0.74,"yelp","3",1600,"stage3"
"NaiveBayes",0.71,"yelp","3",1600,"stage3"
"LogisticRegression",0.75,"yelp","3",1600,"stage3"
"RandomForest",0.652,"yelp","3",1600,"stage3"
"LinearSVC",0.756,"yelp","3",1600,"stage3"
"NaiveBayes",0.716,"yelp","3",1600,"stage3"
"LogisticRegression",0.767,"yelp","3",1600,"stage3"
"RandomForest",0.554,"yelp","3",1600,"stage3"
"LinearSVC",0.75,"yelp","3",1600,"stage3"
"NaiveBayes",0.742,"yelp","3",1600,"stage3"
"LogisticRegression",0.77,"yelp","3",1600,"stage3"
"RandomForest",0.53,"yelp","3",1600,"stage3"
"LinearSVC",0.755,"yelp","3",1600,"stage3"
"NaiveBayes",0.678,"yelp","3",1600,"stage3"
"LogisticRegression",0.768,"yelp","3",1600,"stage3"
"RandomForest",0.574,"yelp","3",1600,"stage3"
"LinearSVC",0.759,"yelp","3",1600,"stage3"
"NaiveBayes",0.727,"yelp","3",1600,"stage3"
"LogisticRegression",0.759,"yelp","3",1600,"stage3"
"RandomForest",0.621,"yelp","3",3200,"stage3"
"LinearSVC",0.757,"yelp","3",3200,"stage3"
"NaiveBayes",0.74,"yelp","3",3200,"stage3"
"LogisticRegression",0.762,"yelp","3",3200,"stage3"
"RandomForest",0.631,"yelp","3",3200,"stage3"
"LinearSVC",0.751,"yelp","3",3200,"stage3"
"NaiveBayes",0.748,"yelp","3",3200,"stage3"
"LogisticRegression",0.785,"yelp","3",3200,"stage3"
"RandomForest",0.641,"yelp","3",3200,"stage3"
"LinearSVC",0.762,"yelp","3",3200,"stage3"
"NaiveBayes",0.73,"yelp","3",3200,"stage3"
"LogisticRegression",0.769,"yelp","3",3200,"stage3"
"RandomForest",0.624,"yelp","3",3200,"stage3"
"LinearSVC",0.785,"yelp","3",3200,"stage3"
"NaiveBayes",0.742,"yelp","3",3200,"stage3"
"LogisticRegression",0.775,"yelp","3",3200,"stage3"
"RandomForest",0.617,"yelp","3",3200,"stage3"
"LinearSVC",0.763,"yelp","3",3200,"stage3"
"NaiveBayes",0.75,"yelp","3",3200,"stage3"
"LogisticRegression",0.787,"yelp","3",3200,"stage3"
"RandomForest",0.54,"yelp","3",3200,"stage3"
"LinearSVC",0.76,"yelp","3",3200,"stage3"
"NaiveBayes",0.72,"yelp","3",3200,"stage3"
"LogisticRegression",0.786,"yelp","3",3200,"stage3"
"RandomForest",0.611,"yelp","3",5000,"stage3"
"LinearSVC",0.765,"yelp","3",5000,"stage3"
"NaiveBayes",0.725,"yelp","3",5000,"stage3"
"LogisticRegression",0.781,"yelp","3",5000,"stage3"
"RandomForest",0.591,"yelp","3",5000,"stage3"
"LinearSVC",0.758,"yelp","3",5000,"stage3"
"NaiveBayes",0.753,"yelp","3",5000,"stage3"
"LogisticRegression",0.788,"yelp","3",5000,"stage3"
"RandomForest",0.582,"yelp","3",5000,"stage3"
"LinearSVC",0.753,"yelp","3",5000,"stage3"
"NaiveBayes",0.764,"yelp","3",5000,"stage3"
"LogisticRegression",0.776,"yelp","3",5000,"stage3"
"RandomForest",0.566,"yelp","3",5000,"stage3"
"LinearSVC",0.774,"yelp","3",5000,"stage3"
"NaiveBayes",0.744,"yelp","3",5000,"stage3"
"LogisticRegression",0.788,"yelp","3",5000,"stage3"
"RandomForest",0.584,"yelp","3",5000,"stage3"
"LinearSVC",0.777,"yelp","3",5000,"stage3"
"NaiveBayes",0.76,"yelp","3",5000,"stage3"
"LogisticRegression",0.783,"yelp","3",5000,"stage3"
"RandomForest",0.672,"yelp","3",5000,"stage3"
"LinearSVC",0.763,"yelp","3",5000,"stage3"
"NaiveBayes",0.778,"yelp","3",5000,"stage3"
"LogisticRegression",0.791,"yelp","3",5000,"stage3"
"BERT",0.41100001335144,"yelp","3",100,"stage3"
"BERT",0.544000029563904,"yelp","3",100,"stage3"
"BERT",0.322499990463257,"yelp","3",100,"stage3"
"BERT",0.323000013828278,"yelp","3",100,"stage3"
"BERT",0.336499989032745,"yelp","3",100,"stage3"
"BERT",0.549499988555908,"yelp","3",200,"stage3"
"BERT",0.46000000834465,"yelp","3",200,"stage3"
"BERT",0.686500012874603,"yelp","3",200,"stage3"
"BERT",0.583000004291534,"yelp","3",200,"stage3"
"BERT",0.520500004291534,"yelp","3",200,"stage3"
"BERT",0.757499992847443,"yelp","3",400,"stage3"
"BERT",0.503499984741211,"yelp","3",400,"stage3"
"BERT",0.448000013828278,"yelp","3",400,"stage3"
"BERT",0.540499985218048,"yelp","3",400,"stage3"
"BERT",0.329499989748001,"yelp","3",400,"stage3"
"BERT",0.753000020980835,"yelp","3",800,"stage3"
"BERT",0.764500021934509,"yelp","3",800,"stage3"
"BERT",0.322499990463257,"yelp","3",800,"stage3"
"BERT",0.737500011920929,"yelp","3",800,"stage3"
"BERT",0.346500009298325,"yelp","3",800,"stage3"
"BERT",0.782500028610229,"yelp","3",1600,"stage3"
"BERT",0.781499981880188,"yelp","3",1600,"stage3"
"BERT",0.768999993801117,"yelp","3",1600,"stage3"
"BERT",0.766499996185303,"yelp","3",1600,"stage3"
"BERT",0.766499996185303,"yelp","3",1600,"stage3"
"BERT",0.783999979496002,"yelp","3",3200,"stage3"
"BERT",0.787000000476837,"yelp","3",3200,"stage3"
"BERT",0.802999973297119,"yelp","3",3200,"stage3"
"BERT",0.779999971389771,"yelp","3",3200,"stage3"
"BERT",0.782500028610229,"yelp","3",3200,"stage3"
"BERT",0.791000008583069,"yelp","3",5000,"stage3"
"BERT",0.791999995708466,"yelp","3",5000,"stage3"
"BERT",0.786499977111816,"yelp","3",5000,"stage3"
"BERT",0.797999978065491,"yelp","3",5000,"stage3"
"BERT",0.793500006198883,"yelp","3",5000,"stage3"
